address,suburb,postcode,state,Country,shortid,latitude,longitude,status
67 Munro street,Windale,2306,NSW,Australia,7426,-32.9926627,151.6751589,cached
Bedford crescent,Dulwich Hill,2273,NSW,Australia,6374,-33.9105067,151.1406621,cached
121C Jerralong Dr,Schofields,2762,NSW,Australia,7499,-33.7040188,150.8824655,cached
11 Crosshill Street,Leichhardt,4305,QLD,Australia,3010,-27.6235774,152.7346097,cached
15 Garden Road,Greenbank,4124,QLD,Australia,7423,-27.707027,153.0287704,cached
58 Railway Pde,Woodridge,4114,QLD,Australia,3027,-27.6375656,153.1013244,cached
Wandella road,Allambie Heights,2100,NSW,Australia,7631,-33.77746,151.25878,cached
Sunnygold Street,Collingwood Park,4301,QLD,Australia,3043,-27.6381136,152.8529203,cached
56 Disney St,White Rock,4868,QLD,Australia,3111,-16.9795235,145.75312,cached
453 Hibbard Court,Collingwood Park,4301,QLD,Australia,3239,-27.6373396,152.8520721,cached
"Lot 16, 148 Bagnall Street",Ellen Grove,4078,QLD,Australia,7464,-27.6221005,152.9473701,cached
179 Prosperity Street,Narangba,4504,QLD,Australia,QCGTV,-27.1905898,152.9581463,cached
6/9 Bell Street,Hornsby,2077,NSW,Australia,1743,-33.69035,151.1028034,cached
7 Boyer Road,Beacon Hill,2100,NSW,Australia,7683,-33.7495395,151.2536088,cached
46b & 48 Calton Road,Gawler East,5118,SA,Australia,8PESH,-34.6014343,138.7572062,cached
8 Grant Place,Bentley,6102,WA,Australia,AZCIR,-32.0075621,115.9195506,cached
McDougall Street,Glenvale,4350,QLD,Australia,7637,-27.5645455,151.9065019,cached
51 Ace Drive Toowoomba,Glenvale,4350,QLD,Australia,YEDDL,-27.5590414,151.9048163,cached
248 Unley Rd,Hyde Park,5000,SA,Australia,8R38A,-34.9532851,138.6074636,cached
"13A Plantation Circuit, Landsborough",Sunshine Coast,4550,QLD,Australia,3532,-26.8103295,152.9744795,cached
Mann street Gosford,Gosford,2250,NSW,Australia,82KJI,-33.4228188,151.3427273,cached
24 Greylag Place,Pallara,4110,QLD,Australia,3613,-27.608477,153.0128737,cached
105 Armoury Rd,Jordan Springs,2747,NSW,Australia,8350,-33.7345364,150.7537878,cached
43 Boydaw Rd,Ormeau,4208,QLD,Australia,3633,-27.783944,153.2788232,cached
Karakul Street,Mambourin,3024,VIC,Australia,XXFB3,-37.8949248,144.5893851,cached
Hasse Court,Parafield garden,5107,SA,Australia,9143,-34.7736441,138.6095964,cached
15 Rolle Circuit,Toowoomba,4352,QLD,Australia,BJR27,-27.5489969,151.8777745,cached
"Samuel Road, Wyee NSW",Wyee,2259,NSW,Australia,8521,-33.1632936,151.4738481,cached
53 College Road,Stanthorpe,4380,QLD,Australia,7675,-28.6632171,151.9242257,cached
148 Hillier Road,Reynella,5161,SA,Australia,9245,-35.09596,138.5217207,cached
37 Irma Circuit,Park Ridge,4125,QLD,Australia,3714,-27.7098256,153.0792441,cached
10 Walnut street,Old Reynella,5161,SA,Australia,9334,-35.0928593,138.5387051,cached
1 Gilbert Road,Somerton Park,5044,SA,Australia,9244,-34.99194800000001,138.5247365,cached
Lot 353 201 Newton Boulevard,Munno Para,5115,SA,Australia,9601,-34.666407,138.6878478,cached
Cropton Street,Jordan Springs,2747,NSW,Australia,GZ9UN,-33.719773,150.7293328,cached
48 North Road,Nairne,5252,SA,Australia,96FZ1,-35.0343541,138.9128156,cached
"Smithfield Plains SA, Australia",Smithfield Plains,5114,SA,Australia,96M26,-34.676285,138.6764994,cached
22 Ragamuffin Drive,Hallett Cove,5158,SA,Australia,9V5SR,-35.0756245,138.520504,cached
91 Lord Sheffield Circuit,Penrith,2750,NSW,Australia,909,-33.7491672,150.6970275,cached
10  Bates Street Laidley,Laidley,4341,QLD,Australia,CR8XN,-27.6362221,152.4102031,cached
TBC,Grange,5022,SA,Australia,AMEYQ,-34.9042495,138.496221,cached
35 Coombe Avenue,Hope Island,4212,QLD,Australia,38LGZ,-27.8767104,153.3762178,cached
122 (B) Hicks Street,Gosnells,6110,WA,Australia,GW3NR,-32.0767958,116.0037809,cached
28b Womma Road,Elizabeth North,5113,SA,Australia,BCGH8,-34.7053837,138.6752658,cached
11 Curtin Street,Cabramatta,2166,NSW,Australia,LN4HQ,-33.8918864,150.9473737,cached
"304, 7-9 Irvine Place",Blacktown,2153,NSW,Australia,8654,-33.7399152,150.9470902,cached
"Buckland St, Fernhill NSW 2519, Australia",Tamworth,2340,NSW,Australia,8668,-34.3832597,150.8828449,cached
"Lot 11, Newkree Road",Evanston Park,5116,SA,Australia,BWQ48,-34.6268245,138.7390278,cached
74 Griffin St (House 1),Gordonvale,4865,QLD,Australia,YSFNY,-17.0988874,145.7790258,cached
55 Yarra Road,Blacktown,3136,NSW,Australia,916,-33.7660982,150.9126927,cached
11 Dixmunde Street,South Granville,2142,NSW,Australia,E51Z8,-33.8554642,151.0149263,cached
45 Northcliffe St,Murarrie,4172,QLD,Australia,7ZGW9,-27.4672471,153.1011672,cached
26 Farrier Road,Wyndham Vale,3024,VIC,Australia,GG8VA,-37.8631518,144.6187243,cached
"Buckland St, Fernhill NSW 2519, Australia",Forster,2428,NSW,Australia,940,-34.3832597,150.8828449,cached
Dell Street,Cleveland,4163,QLD,Australia,8092,-27.5391845,153.2612077,cached
28 Victoria Avenue,TOUKLEY,2263,NSW,Australia,9505,-33.2665869,151.5414192,cached
6 Walkers Way,Nundah,4012,QLD,Australia,YTQ6M,-27.4093202,153.0641796,cached
"17 Beerwah Parade, Beerwah",Beerwah,4519,QLD,Australia,ZMI5A,-26.8543265,152.9595083,cached
Drive,Ravenhall,3023,VIC,Australia,H8TSR,-37.7656943,144.7524498,cached
10 Molloy Street,"Silkstone, Ipswich",4304,QLD,Australia,4783,-27.6193377,152.785097,cached
Lot 20 Brumby Ct,Kapunda,5373,SA,Australia,IUBPK,-35.0985073,138.5620209,cached
21 Downing Street,Innisfail,4860,QLD,Australia,4947,-17.5336869,146.0251655,cached
Fairbourne Terrace,Pimpama,4209,QLD,Australia,4996,-27.8112838,153.2861041,cached
"78 Springfield Drive, Norman Gardens",Norman Gardens,4701,QLD,Australia,4IG97,-23.3201923,150.5304053,cached
8 Rainbird Circuit,Logan Reserve,4133,QLD,Australia,4IQ59,-27.2326438,152.9822628,cached
56 Napier Avenue,Mango Hill,4509,QLD,Australia,5310,-27.2349543,153.0409046,cached
Lot 315 Barilla Avenue,Munno Para Downs,5115,SA,Australia,293AT,-34.6498994,138.6841344,cached
7-9 Mermaid Avenue,Mermaid Beach,4218,QLD,Australia,8BBRF,-28.0373304,153.4336246,cached
2c Branksome Tce Dover Gardens,Dover Gardens,5085,SA,Australia,PP3WL,-35.0289221,138.5406031,cached
Lot 2 / 541 Main North Road,Elizabeth,5112,SA,Australia,REX7E,-34.7110941,138.6755327,cached
Lot 1 / 541 Main North Road,Elizabeth,5112,SA,Australia,RJZUQ,-34.7110941,138.6755327,cached
44 Fantail Crescent Redbank Plains,Redbank Plains,4301,QLD,Australia,9532,-27.6607473,152.8394806,cached
TBC,Seaton,5023,SA,Australia,V7VM1,-34.8917554,138.5137402,cached
33 Federation Drive,Bethania,4205,QLD,Australia,5866,-27.6857044,153.1549578,cached
15 Ulmarra Cres,Strathpine,4500,QLD,Australia,5FWFZ,-27.3041386,152.9919557,cached
"3 Fitzpatrick Avenue West, Frenchs Forest NSW 2086",Frenchs Forest,2086,NSW,Australia,9541,-33.7533063,151.2232092,cached
35 Azure Street Rosewood,Rosewood,4340,QLD,Australia,5KD9W,-27.6433036,152.6039175,cached
10 Ernest Street,Woody Point,4019,QLD,Australia,P4W9C,-27.252037,153.1077335,cached
12 Constance Court,Murrumba Downs,4503,QLD,Australia,6075,-27.2566889,153.0023081,cached
"4, 46 Strathcona Ave",Clapham,5062,SA,Australia,ZMGKA,-34.9961609,138.6036672,cached
8/25 Regent Street,Preston,3072,VIC,Australia,9QAKZ,-37.73104379999999,145.0019786,cached
2/7 Morton Road,Kidman Park,5025,SA,Australia,536IW,-34.9104454,138.5222861,cached
"Stanford & Oxford Apartments, 162 Annerley Rd, Dutton Park",Dutton Park,6009,QLD,Australia,6167,-27.496368,153.0282103,cached
3H Aroona Ave,Glenelg North,5045,SA,Australia,MJQJ6,-34.9680491,138.5240014,cached
"Lot 52, 10 McMillan Circuit",Gillman,5013,SA,Australia,IKX31,-34.8471749,138.5259167,cached
Lot 272 Cottingley St,Mount Barker,5251,SA,Australia,U95HE,-35.0896207,138.8918853,cached
Satellite Drive,Werribee,3030,VIC,Australia,7218,-37.9004973,144.5947695,cached
107 Sunbird Drive,Redbank Plains,4301,QLD,Australia,6493,-27.6637781,152.8383915,cached
Lot 1 Drysdale Crescent,Bundamba,4304,QLD,Australia,6500,-27.5986916,152.8155267,cached
09 Mecklenburg Close,Springvale,3076,VIC,Australia,9YV5C,-37.6359418,145.0158342,cached
Morris St,Bundamba,4304,QLD,Australia,6583,-27.6251225,152.7882445,cached
Greenbank Rd,Greenbank,4124,QLD,Australia,6587,-27.7611777,152.9963081,cached
Lot 329 Doran Circuit,Park Ridge,4125,QLD,Australia,ZK3AZ,-27.702924,153.0533827,cached
Soe St,Redbank,4301,QLD,Australia,6591,-27.6207781,152.8730089,cached
24 Perceval Place,Mambourin,3024,VIC,Australia,K2SVW,-37.8913363,144.5969848,cached
2 Beachwood Drive,Wantirna South,3152,VIC,Australia,1904,-37.8865625,145.233896,cached
"19 Callistemon Crescent, Townsville",Bohle Plains,4810,QLD,Australia,6752,-19.3000936,146.6907699,cached
1/3 Admiral Parade,Munno Para,5115,SA,Australia,4955,-34.6674045,138.6900898,cached
88 Barrabool Boulevard,Mambourin,3024,VIC,Australia,LKBN3,-37.8906311,144.5948564,cached
44 Doncaster Street,Heritage Park,4118,QLD,Australia,6FJYL,-27.6890592,153.050176,cached
3 Besborough Avenue,Bexley,2207,NSW,Australia,8B7SC,-33.9520918,151.1201938,cached
36 Blackwood Park Blvd,Craigburn Farm,5051,SA,Australia,9247,-35.0440514,138.6115423,cached
Prosser Street,Bunbury,6230,WA,Australia,6932,-33.3399776,115.6425466,cached
1/65 Dunloe Ave,Armstrong Creek,3214,VIC,Australia,2456,-38.0881099,144.3463957,cached
33 Second Street,Bowden,5007,SA,Australia,9333,-34.9056957,138.5755449,cached
4 Rockbeare Court,Clayton,3168,VIC,Australia,2466,-37.9152001,145.1206995,cached
35 Westbourne St,Strathtulloh,3338,VIC,Australia,AN4QC,-37.7340078,144.6030837,cached
22 Hunter street,Brassall,4304,QLD,Australia,6NU82,-27.5928312,152.7464655,cached
Eagleby Road,Eagleby,4207,QLD,Australia,6U6D1,-27.6877527,153.2202408,cached
21A Lothian Avenue,Seaton,5023,SA,Australia,9JRIC,-34.9000964,138.5225851,cached
6 Disney Street,Fawkner,3060,VIC,Australia,AQY6R,-37.6987241,144.9633132,cached
8 a & b Meridian Road Salisbury North 5108,Salisbury North,5108,SA,Australia,726JW,-34.7439912,138.6274904,cached
76 Kerry St,Marsden,4132,QLD,Australia,7352,-27.6684478,153.089695,cached
48 Dandarriga Drive,Clifton Springs,3222,VIC,Australia,2825,-38.1488933,144.5811547,cached
Diamond St,Pallara,4110,QLD,Australia,7425,-27.6240346,153.0016587,cached
163 - 167  Marine Parade,Southport,4215,QLD,Australia,7445,-27.9568029,153.4103621,cached
11 Firewheel Pde,Mount Low,4818,QLD,Australia,7825,-19.2147307,146.661885,cached
31 Josephine Court Logan Reserve,Park Ridge,4125,QLD,Australia,7837,-27.7001046,153.1023174,cached
"141 Swanport Road, Murray Bridge",Murray Bridge,5352,SA,Australia,G36BH,-35.1336584,139.2810472,cached
20 Fortuna Avenue,Croydon,3136,VIC,Australia,2GM4J,-37.8070559,145.2735096,cached
16 J Dobson Road,Morayfield,4506,QLD,Australia,8038,-27.1245132,152.9237958,cached
22 Harry Street,Cranbourne,3977,VIC,Australia,2NFMH,-38.1076981,145.2769891,cached
48 Dandarriga Drive,Clifton Springs,3222,VIC,Australia,3178,-38.1488933,144.5811547,cached
3/31 Delacey Street,Maidstone,3012,VIC,Australia,3021,-37.7858545,144.8807859,cached
4 Cambrian Ave,Smithfield,4878,QLD,Australia,8286,-16.8367172,145.6888814,cached
23 Edgecombe Rd,Davoren Park,5063,SA,Australia,LXR2T,-34.6864325,138.6672263,cached
3 Elbert Street,Officer,3809,VIC,Australia,3338,-38.0548474,145.4067836,cached
34 Blackwood Park Blvd,Craigburn Farm,5051,SA,Australia,9246,-35.0439402,138.6116698,cached
Unit 4 23 Kauri Parade,Seacliff,5049,SA,Australia,9258,-35.0322994,138.521731,cached
1/20 Margaret Street,Evanston,5116,SA,Australia,9682,-34.609991,138.7361662,cached
18 Prahran Grove,Elsternwick,3185,VIC,Australia,3529,-37.879741,145.0087457,cached
13 Ashburton Street,Blair Athol,5084,SA,Australia,Q9S12,-34.8517571,138.5969494,cached
26 Altamont Road,Craigieburn,3064,VIC,Australia,3711,-37.5996565,144.8911706,cached
11 Cardigan Close,Melton South,3338,VIC,Australia,3650,-37.7093764,144.5626201,cached
9/151 Cotlew street,Burpengary,4505,QLD,Australia,8860,-27.9853884,153.3839363,cached
3340,Darley,3340,VIC,Australia,8PM4I,-37.6591643,144.4420441,cached
11b Montsalvat Drive,Greenfields,6210,WA,Australia,GQSV4,-32.5221331,115.7538605,cached
"Unit 1, 51 Watson Ave",California Gully,3556,VIC,Australia,3926,-36.7267142,144.2500097,cached
12 Price Place,Warrnambool,3280,VIC,Australia,3900,-38.3663746,142.4758664,cached
4/17-21 Mereweather Avenue,Frankston,3199,VIC,Australia,3E9GZ,-38.1347623,145.1263578,cached
"Kuwong Street, Highfields, QLD, 4352",Highfields,4352,QLD,Australia,9543,-27.4434112,151.9489651,cached
70 Creswick Road,Footscray,3011,VIC,Australia,3P5VN,-37.796006,144.890753,cached
8 Acacia Court,Frankston,3199,VIC,Australia,3PKZP,-38.1570867,145.1540002,cached
"1/16 Lochern St,",Yarrabilba,4207,QLD,Australia,9586,-27.8176459,153.1331684,cached
"74 Rhythm Road,",Ripley,4306,QLD,Australia,9596,-27.6672381,152.7730927,cached
"28 Grace View Street, Darling Heights Toowoomba",Darling Heights,4350,QLD,Australia,9637,-27.6015005,151.9217243,cached
Cedar street,Langwarrin,3910,VIC,Australia,F5S7Y,-38.1519539,145.1761829,cached
240A Beechworth Road,Wodonga,3690,VIC,Australia,1978,-36.1296696,146.8879621,cached
155-163 Fryar Rd,Eagleby,4207,QLD,Australia,9677,-27.700556,153.2140324,cached
16 Mia Street,Flinders View,4305,QLD,Australia,985GN,-27.6534428,152.7840363,cached
1/44 Heaps Street,Avenell Heights,4670,QLD,Australia,9AGH2,-24.8948504,152.3558169,cached
13 Loxton Street,Dudley Park,6210,WA,Australia,EWGTL,-32.5386826,115.7247425,cached
6 Herndon Close,Cannington,6106,WA,Australia,N8G3N,-32.0129437,115.9318927,cached
7 Scartree Court,Bundoora,3083,VIC,Australia,2373,-37.6804535,145.0816497,cached
"17 Chester Crescent, Andergrove",Andergrove,4740,QLD,Australia,9RV2R,-21.1037453,149.1805032,cached
cylde,CLYDE,3977,VIC,Australia,4756,-38.1284823,145.3217471,cached
14 Ketnor Streer,Cranbourne,3977,VIC,Australia,2617,-38.1137029,145.2757244,cached
29 Helen Street,Mount Hutton,2290,NSW,Australia,4993,-32.9816502,151.6716753,cached
530 Wiltshire Lane,Winter Valley,3350,VIC,Australia,9528,-37.5875955,143.8066646,cached
37 Hamish Road,Darley,3340,VIC,Australia,XT9VM,-37.6623858,144.4320551,cached
New Street,Brighton,3186,VIC,Australia,9773,-37.9063082,144.992795,cached
Foster Street,Parkside,5063,SA,Australia,9535,-34.9504885,138.6190036,cached
"192 Lower Heidelberg Road, Ivanhoe East",Ivanhoe East,3078,VIC,Australia,A7WDG,-37.7726814,145.0560412,cached
15 Georges Road,Ringwood,3134,VIC,Australia,3341,-37.8096246,145.2362263,cached
59 Dunorlan Rd Edwardstown,Edwardstown,5039,SA,Australia,PXIH7,-34.98649109999999,138.568408,cached
11 Elizabeth Street,Stawell,3380,VIC,Australia,3434,-37.0549789,142.7681313,cached
58 Boss Drive,Caboolture South,4510,QLD,Australia,J46T7,-27.0973495,152.9606899,cached
"571 North Rd,",Ormond,3204,VIC,Australia,3515,-37.9042478,145.0443319,cached
6 Branch Street,Mambourin,3024,VIC,Australia,FLIIA,-37.8936269,144.5923066,cached
Seahawk Dr,ERSKINE,6210,WA,Australia,2257,-32.5492619,115.7121871,cached
213 Maddington Road,Maddington,6109,WA,Australia,2258,-32.0406938,116.0072258,cached
23 Pernonie Street,Lucas,3350,VIC,Australia,B3U68,-37.5485179,143.7769865,cached
22 Geddes Street,Hoppers Crossing,3029,VIC,Australia,C4X8J,-37.8761829,144.6868784,cached
Lot 2138 Yarlington Road,Tarneit,3029,VIC,Australia,BPGJI,-37.8197965,144.665286,cached
7-9 Mermaid Avenue,Mermaid Beach,4218,QLD,Australia,CD28E,-28.0373304,153.4336246,cached
2 Hodge Court,Portland,3305,VIC,Australia,6203,-38.3382115,141.5972818,cached
30 Elsie Jones Drive,Mooroopna,3629,VIC,Australia,4312,-36.3888356,145.3469041,cached
New Street,Brighton,3186,VIC,Australia,CC44R,-37.9063082,144.992795,cached
45 Elijah Street Morphett Vale,Morphett Vale,5162,SA,Australia,CWZGD,-35.1293997,138.5429572,cached
9 Corio Street,Glenroy,3046,VIC,Australia,4792,-37.7092608,144.9175798,cached
14 pontiac drive,Ballarat VIC 3351 ⋅ Central Highlands,3351,VIC,Australia,5722,-37.5920822,143.7992488,cached
Duncan Courtt,Westmeadows,3049,VIC,Australia,E1ED6,-37.6810203,144.8792387,cached
Oaky Street,Donnybrook,3064,VIC,Australia,D7Q9V,-37.5425658,144.9687496,cached
87 Adelong Blvd Cobblebank,Cobblebank,3338,VIC,Australia,MIAPD,-37.7158392,144.6093785,cached
16 - 18 Duncan Court,Westmeadows,3049,VIC,Australia,5640,-37.6816637,144.8788733,cached
49 Kerr Street,Warrnambool,3280,VIC,Australia,570,-38.375909,142.4749633,cached
4A Hasse court,Parafield Gardens,5107,SA,Australia,IRVS8,-34.77340210000001,138.6098509,cached
87 Mitford Street,Elwood,3184,VIC,Australia,590,-37.8772516,144.9846981,cached
63 Moreton Crescent,Bundoora,3083,VIC,Australia,5Q61M,-37.7073741,145.0604034,cached
335B Clarendon Street,Thornbury,3071,VIC,Australia,593,-37.761879,145.0269626,cached
11 Carona Avenue,Gilles Plains,5086,SA,Australia,KRRXG,-34.8486807,138.6574878,cached
13 Truman Avenue,Logan Village,4207,QLD,Australia,F4FA9,-27.7786215,153.1013238,cached
72 Millawa Avenue,St.Albans,3021,VIC,Australia,597,-37.7386419,144.807711,cached
335D Clarendon Street,Thornbury,3071,VIC,Australia,598,-37.761879,145.0269626,cached
33 High Street,Longford,7301,TAS,Australia,U7E5C,-41.5975001,147.1155784,cached
22 Buckingham Boulevard,Strathtulloh,3338,VIC,Australia,GINFW,-37.7234358,144.6102287,cached
225 McKinnon Road,McKinnon VIC 3204 ⋅ Bayside Peninsula,3204,VIC,Australia,606,-37.911078,145.0408754,cached
BARON MELTON,MELTON,3335,VIC,Australia,6101,-37.7304074,144.6528671,cached
43 Mackenzie Street West,Golden Square,3555,VIC,Australia,3411,-36.7715621,144.2538886,cached
6 Hemmings Street,Dandenong,3175,VIC,Australia,6248,-37.9833281,145.2103825,cached
Tarneit,Tarneit,3029,VIC,Australia,6223,-37.8362006,144.6722205,cached
Melton,Weir Views,3337,VIC,Australia,FSJWA,-37.7309665,144.574155,cached
Waterfern Street,Fraser Rise,3336,VIC,Australia,J5X14,-37.711967,144.7164658,cached
"Frederick Circuit, Eli Waters",Eli Waters,4655,QLD,Australia,G2HID,-25.2777277,152.8004804,cached
14 Olivia Street,Flinders View,4305,QLD,Australia,PGNE4,-27.6527477,152.7840623,cached
8 Lancaster Circuit,Urraween,4655,QLD,Australia,WIKYH,-25.2963387,152.8189536,cached
Melton South,Melton,3338,VIC,Australia,I8459,-37.7029022,144.5749646,cached
Jennings Street,Kyneton,3444,VIC,Australia,JFSYY,-37.2474336,144.4484084,cached
52 Long Forest Avenue,Melton West,3337,VIC,Australia,FQ21G,-37.6620037,144.538201,cached
21 Babina Avenue,Melton South,3338,VIC,Australia,G7DZQ,-37.7185068,144.5672008,cached
"58 Marriott Blvd, Weir Views",Melbourne,3338,VIC,Australia,8782,-37.7196987,144.5578377,cached
8 Kirsten Street,Wyndham Vale,3024,VIC,Australia,MCGEN,-37.8647442,144.6261972,cached
9 Bangs Street,Prahran,3186,VIC,Australia,IT4EW,-37.8514881,144.9967767,cached
13 George Street,Ashwood,3147,VIC,Australia,4435,-37.8626228,145.0952793,cached
Holland Court,Flemington,3031,VIC,Australia,ITI7T,-37.7876329,144.9346666,cached
"Unit 6, 16 Leopold St",Alfredton,3350,VIC,Australia,6941,-37.5578938,143.8131159,cached
22 Farrier Road,Wyndham Vale,3024,VIC,Australia,KEILP,-37.8634377,144.6188442,cached
40B FITZROY STREET,Queens Park,6107,WA,Australia,WQX96,-32.0080456,115.9454947,cached
84 Waranga Drive,Kialla,3631,VIC,Australia,MMGT9,-36.424225,145.3971565,cached
17 Lyric Drive,Mambourin,3024,VIC,Australia,6990,-37.8908457,144.5971692,cached
8 Cooma Street,Moorabbin,3189,VIC,Australia,6A1BI,-37.9397126,145.052113,cached
25-33 Grimshaw Street,Greensborough,3088,VIC,Australia,7028,-37.7052941,145.1061429,cached
54 Wallangara Boulevard,Harkness,3337,VIC,Australia,M36ZK,-37.6526371,144.57107,cached
Augusta Street,Glen Huntly,3161,VIC,Australia,KQYEF,-37.8907332,145.0385236,cached
"14 Fountain Drive, Beveridge, VIC 3753",Beveridge,3753,VIC,Australia,9201,-37.4664489,144.9402811,cached
22 Farrier Road,Wyndham Vale,3024,VIC,Australia,6U56C,-37.8634377,144.6188442,cached
"651 Westbourne St, Strathtulloh Vic 3338",Strathtulloh,3338,VIC,Australia,7045,-37.7337934,144.6030292,cached
Hillside,Hillside,3037,VIC,Australia,7120,-37.6920638,144.7442073,cached
2/212 Carr Place,Leederville,6007,WA,Australia,IHY6C,-31.9371564,115.843175,cached
6/25 Regent Street,Preston,3072,VIC,Australia,I64K3,-37.7309388,145.0019994,cached
5 newman street warragul,Warragul,3820,VIC,Australia,IJEEU,-37.757062,144.9879439,cached
59 Crole Drive,Warragul,3820,VIC,Australia,IP2PI,-38.1465786,145.9115963,cached
31 Princess Street,Marsden,4132,QLD,Australia,JEGEU,-27.6696502,153.1056301,cached
Navigation Road,Tarneit,3028,VIC,Australia,LGJNX,-37.8255613,144.6707626,cached
sheppard Street,Shepparton,3630,VIC,Australia,7260,-36.3945257,145.398554,cached
Melton,Kurunjang,3337,VIC,Australia,M2YQA,-37.6661536,144.5953137,cached
2/17-21 Mereweather Avenue,Frankston,3199,VIC,Australia,RTHMI,-38.1347623,145.1263578,cached
Thornhill park,thornhill park,3335,VIC,Australia,7263,-37.7300861,144.6259474,cached
Fuchsia Court,Norman Gardens,4701,QLD,Australia,KA8KY,-23.3281027,150.5194375,cached
Hemmings St,Melbourne,3175,VIC,Australia,7450,-37.9831447,145.2054912,cached
G05B/12 Powlett Street,Heidelberg,3084,VIC,Australia,747,-37.754295,145.059054,cached
G02B/12 Powlett Street,Heidelberg,3084,VIC,Australia,749,-37.754295,145.059054,cached
Tuscanny Way,Woodcroft,5103,SA,Australia,2X62T,-35.1185529,138.5510052,cached
3/17-21 Mereweather Avenue,Frankston,3199,VIC,Australia,MZAIJ,-38.1347623,145.1263578,cached
7-9 Mermaid Avenue,Mermaid Beach,4218,QLD,Australia,ML3GS,-28.0373304,153.4336246,cached
154B Seaford Road,Seaford,3198,VIC,Australia,NFPYH,-38.111035,145.1454509,cached
17 Mansfield Ave Sunshine North,Sunshine,3020,VIC,Australia,NC3XJ,-37.7638547,144.8296843,cached
34 Sandville Avenue,Broadview,5083,SA,Australia,4482,-34.8707029,138.6166018,cached
3756,Wallan,3756,VIC,Australia,PGQZK,-37.4066923,144.9798236,cached
Melton,Kurunjang,3337,VIC,Australia,WQ1YJ,-37.6661536,144.5953137,cached
Lot 2029 Tarneit Road Tarneit,MELBOURNE,3029,VIC,Australia,KJS84,-37.8058183,144.6772805,cached
Mackay,Mackay,4740,QLD,Australia,NMW97,-21.1433971,149.1868281,cached
Corkwood Circuit,Andrews Farm,5104,SA,Australia,4Y6MN,-34.6680814,138.6594185,cached
46b Clarendon Street,Cranbourne,3977,VIC,Australia,QMSYV,-38.105153,145.2775308,cached
Bateman Drive,Melton West,3337,VIC,Australia,7916,-37.6671946,144.5605929,cached
Drive,Armstrong Creek,3217,VIC,Australia,PS6JM,-38.2372957,144.3740483,cached
4 Ainsleigh Ct,Cranbourne,3977,VIC,Australia,7982,-38.0947438,145.2789005,cached
22 Scott Street,Wangaratta,3676,VIC,Australia,7065,-36.3507164,146.2953248,cached
"113 Dover Road, Redcliffe",Redcliffe,4020,QLD,Australia,PEAZI,-27.2340403,153.1063072,cached
"Lot 548, Ensemble Way",Junction Village,3977,VIC,Australia,7I9JS,-38.1362183,145.2876797,cached
Lot 3706 Newland Drive,Geelong,3217,VIC,Australia,7KEFT,-38.2440333,144.3604165,cached
"Lot 1754. Valencia Street, Weir Views",Melton,3338,VIC,Australia,7WWZ8,-37.7371116,144.5718797,cached
Garrison Loop,Clyde North,3978,VIC,Australia,7Y4QV,-38.0985025,145.3859301,cached
Lindberg Street,Manor Lakes,3024,VIC,Australia,RM2DY,-37.8667577,144.5770443,cached
78 William Street,Werrington,2747,NSW,Australia,9569,-33.7569198,150.7396339,cached
25 Shackell St Weir Views,Weir Views,3338,VIC,Australia,8WR6S,-37.7203732,144.5595774,cached
"66 Cypress Avenue,",Glen Waverley,3150,VIC,Australia,RWDV8,-37.86380490000001,145.159115,cached
4 Donaldson Street,Colac,3250,VIC,Australia,8034,-38.3301744,143.5723617,cached
5/30 Degille Street,North Bendigo,3550,VIC,Australia,9115,-36.732573,144.279096,cached
8 Junction Road,Beechworth,3747,VIC,Australia,8091,-36.3553248,146.6947524,cached
"12 Caloola road, lennox head NSW",Lennox Head,2478,NSW,Australia,FPUQ6,-28.8061123,153.582871,cached
6 Cottingley Stret,Mount Barker,5251,SA,Australia,6JYSW,-35.0892672,138.8916413,cached
"10 Brazil Street, Norman Gardens, QLD",Norman Gardens,4701,QLD,Australia,RATE2,-23.3392043,150.5228981,cached
39 Botanical drive,Lara,3212,VIC,Australia,8256,-38.0130674,144.3821005,cached
-,Armidale,2350,NSW,Australia,3030,-30.5035714,151.6523371,cached
Navigation Road,Tarneit,3028,VIC,Australia,TGR24,-37.8255613,144.6707626,cached
Wallace Street,Colac,3250,VIC,Australia,8285,-38.3416036,143.5984424,cached
9 Gloucester Avenue,Berwick,3806,VIC,Australia,8457,-38.0327328,145.3465711,cached
9 Bangs Street,Prahran,3186,VIC,Australia,U3GCS,-37.8514881,144.9967767,cached
19B Almond Drive,Salisbury,5018,SA,Australia,7TETF,-34.7670521,138.6289497,cached
2/1404 North Road clayton vic,CLAYTON,3138,VIC,Australia,8564,-37.91353429999999,145.1150015,cached
"39 Joyce Street,",Toowoomba,4350,QLD,Australia,ZSQKF,-27.5708718,151.9437026,cached
33 Second Street,Bowden,5007,SA,Australia,7ZVXH,-34.9056957,138.5755449,cached
8 Bond Street,Ringwood,3134,VIC,Australia,794,-37.8137809,145.2260158,cached
28 Pandorea Street,Beveridge,3753,VIC,Australia,SPDNQ,-37.479569,144.9640654,cached
"Amberleigh Close, Christies Downs",Christie Downs,5164,SA,Australia,84T6N,-35.123323,138.5012658,cached
Lot 1562,Cranbourne South,3977,VIC,Australia,8727,-38.1584939,145.2435138,cached
